customerID,Churn_Probability,Risk_Level,Contract,MonthlyCharges
7016-NVRIC,0.23267181,Low Risk,One year,90.1
7105-MXJLL,0.2291022,Low Risk,One year,60.7
7872-BAAZR,0.22871876,Low Risk,One year,19.55
9364-YKUVW,0.22828504,Low Risk,Month-to-month,19.8
9586-JGQKH,0.22806028,Low Risk,Two year,105.4
8869-TORSS,0.22641768,Low Risk,One year,60.35
5027-YOCXN,0.22281384,Low Risk,One year,110.05
6766-HFKLA,0.22245698,Low Risk,Two year,103.2
8495-LJDFO,0.22210017,Low Risk,Month-to-month,108.95
7931-PXHFC,0.22100817,Low Risk,One year,62.3
1707-HABPF,0.2195749,Low Risk,One year,91.3
6048-UWKAL,0.2179058,Low Risk,Two year,105.4
5016-LIPDW,0.21765237,Low Risk,One year,19.4
3077-RSNTJ,0.21741678,Low Risk,Month-to-month,19.7
4701-AHWMW,0.21723473,Low Risk,Month-to-month,54.55
4072-IPYLT,0.21712902,Low Risk,Month-to-month,51.05
6445-TNRXS,0.21678986,Low Risk,Two year,114.7
3597-YASZG,0.21422713,Low Risk,Two year,104.45
3156-QLHBO,0.2125754,Low Risk,Month-to-month,19.25
3675-EQOZA,0.2108276,Low Risk,Month-to-month,20.65
7839-NUIAA,0.210061,Low Risk,Month-to-month,59.8
1936-UAFEH,0.20918688,Low Risk,Two year,110.25
4806-DXQCE,0.20723411,Low Risk,Two year,113.65
2533-QVMSK,0.20667073,Low Risk,Two year,94.1
0665-XHDJU,0.20483,Low Risk,Two year,99.4
1036-GUDCL,0.20426321,Low Risk,Month-to-month,79.05
3374-PZLXD,0.20302504,Low Risk,Month-to-month,19.7
5240-CAOYT,0.20220253,Low Risk,Month-to-month,87.55
2408-PSJVE,0.20171715,Low Risk,Month-to-month,61.9
3096-WPXBT,0.20140375,Low Risk,One year,100.7
0076-LVEPS,0.20092525,Low Risk,Month-to-month,45.0
2659-VXMWZ,0.19938675,Low Risk,One year,111.3
9470-RTWDV,0.1990762,Low Risk,One year,82.0
0946-FKYTX,0.19897074,Low Risk,One year,30.1
0690-SRQID,0.19878404,Low Risk,Month-to-month,19.65
2061-VVFST,0.19872767,Low Risk,Month-to-month,19.5
3392-EHMNK,0.19771498,Low Risk,Two year,94.1
7445-WMRBW,0.19767909,Low Risk,One year,73.85
4369-NYSCF,0.19598491,Low Risk,One year,75.75
8318-LCNBW,0.19488007,Low Risk,One year,53.15
5144-PQCDZ,0.1946471,Low Risk,Month-to-month,19.95
2434-EEVDB,0.19396813,Low Risk,Two year,94.6
5985-BEHZK,0.19367577,Low Risk,One year,105.0
8319-QBEHW,0.19293363,Low Risk,One year,39.95
9592-ERDKV,0.19200583,Low Risk,One year,79.25
1936-CZAKF,0.1919671,Low Risk,Two year,49.65
3506-OVLKD,0.19095135,Low Risk,One year,26.2
0623-EJQEG,0.19019252,Low Risk,One year,93.55
5832-EXGTT,0.18956798,Low Risk,Month-to-month,60.2
3694-GLTJM,0.18708411,Low Risk,Month-to-month,19.65
3229-USWAR,0.18523204,Low Risk,One year,79.95
8097-OMULG,0.1852171,Low Risk,One year,76.75
0083-PIVIK,0.18423243,Low Risk,One year,81.25
4770-QAZXN,0.17679825,Low Risk,Month-to-month,19.45
5271-YNWVR,0.17613652,Low Risk,Two year,113.15
4011-ARPHK,0.17601089,Low Risk,Month-to-month,50.35
1376-HHBDV,0.17601089,Low Risk,Month-to-month,48.8
9209-NWPGU,0.17568679,Low Risk,One year,65.4
8166-ZZTFS,0.17528033,Low Risk,Two year,80.55
2091-MJTFX,0.17416252,Low Risk,Month-to-month,51.2
2834-JKOOW,0.17388885,Low Risk,One year,45.9
2361-UPSND,0.17277388,Low Risk,One year,70.6
9565-JSNFM,0.17246334,Low Risk,One year,70.45
5049-MUBWG,0.17178498,Low Risk,One year,75.0
9894-QMIMJ,0.17064138,Low Risk,One year,55.8
2930-UOTMB,0.17049892,Low Risk,Month-to-month,65.25
2483-XSSMZ,0.16954203,Low Risk,One year,47.85
8652-YHIYU,0.16910134,Low Risk,One year,79.5
6303-KFWSL,0.16843289,Low Risk,One year,55.25
5829-NVSQN,0.16797428,Low Risk,One year,68.75
7036-ZZKBD,0.1676743,Low Risk,Month-to-month,66.4
9040-KZVWO,0.16713013,Low Risk,One year,75.5
2096-XOTMO,0.16609429,Low Risk,Month-to-month,19.35
5955-EPOAZ,0.16487733,Low Risk,Month-to-month,20.95
9289-LBQVU,0.16403575,Low Risk,One year,70.15
9796-MVYXX,0.16199887,Low Risk,Two year,39.7
8041-TMEID,0.15823573,Low Risk,Two year,108.5
0297-RBCSG,0.15733263,Low Risk,One year,65.35
2546-KZAAT,0.15603717,Low Risk,One year,75.4
6972-SNKKW,0.15331808,Low Risk,Month-to-month,20.0
2789-CZANW,0.15253203,Low Risk,Two year,110.3
9367-TCUYN,0.15201034,Low Risk,Month-to-month,20.1
9860-LISIZ,0.1513647,Low Risk,Month-to-month,20.35
1834-ABKHQ,0.15111364,Low Risk,One year,50.95
4039-PIMHX,0.15064019,Low Risk,Two year,49.8
7666-WKRON,0.14946797,Low Risk,Two year,80.45
8097-VBQTZ,0.14909835,Low Risk,Month-to-month,69.9
0519-DRGTI,0.14905475,Low Risk,Month-to-month,20.35
0377-JBKKT,0.14780371,Low Risk,Month-to-month,57.95
4174-LPGTI,0.14736924,Low Risk,One year,66.5
5906-CVLHP,0.1463709,Low Risk,One year,54.15
5447-VYTKW,0.14578979,Low Risk,Month-to-month,53.45
1474-JUWSM,0.14538866,Low Risk,One year,68.4
2325-ZUSFD,0.14439078,Low Risk,One year,70.1
2364-UFROM,0.14411607,Low Risk,One year,70.4
0487-VVUVK,0.14323689,Low Risk,Month-to-month,19.15
1038-RQOST,0.14182958,Low Risk,Month-to-month,20.6
4223-BKEOR,0.1408202,Low Risk,One year,64.85
6519-ZHPXP,0.14000337,Low Risk,Two year,108.3
4644-PIZRT,0.13816492,Low Risk,One year,70.35
8869-LIHMK,0.13695776,Low Risk,Two year,115.1
6016-LVTJQ,0.13577548,Low Risk,Month-to-month,20.65
0835-JKADZ,0.13542634,Low Risk,Two year,111.25
4049-ZPALD,0.13512059,Low Risk,Two year,99.0
8204-TIFGJ,0.13499726,Low Risk,Month-to-month,20.3
4504-YOULA,0.13397548,Low Risk,Month-to-month,59.45
7520-HQWJU,0.13352123,Low Risk,Month-to-month,67.45
6194-HBGQN,0.13318795,Low Risk,One year,81.15
6598-RFFVI,0.13215563,Low Risk,One year,19.3
4531-AUZNK,0.13186972,Low Risk,One year,95.15
0744-GKNGE,0.13177733,Low Risk,Month-to-month,86.8
8261-GWDBQ,0.1313386,Low Risk,Two year,116.05
8292-FRFZQ,0.13117358,Low Risk,One year,41.15
1722-LDZJS,0.13111916,Low Risk,One year,20.2
8879-XUAHX,0.13002415,Low Risk,Two year,116.25
4942-VZZOM,0.12928323,Low Risk,One year,66.15
6682-QJDGB,0.12900867,Low Risk,Month-to-month,55.25
7781-EWARA,0.1288276,Low Risk,One year,60.35
9933-QRGTX,0.12798569,Low Risk,Two year,97.2
6617-WLBQC,0.12736818,Low Risk,One year,81.85
9391-TTOYH,0.12584996,Low Risk,Month-to-month,19.5
0379-DJQHR,0.12470402,Low Risk,Two year,81.35
9480-BQJEI,0.12385339,Low Risk,One year,92.3
4685-TFLLS,0.123387836,Low Risk,One year,19.8
8406-LNMHF,0.12320143,Low Risk,One year,82.95
6047-SUHPR,0.12296351,Low Risk,One year,59.8
1545-JFUML,0.1196698,Low Risk,Two year,99.0
1265-HVPZB,0.11875381,Low Risk,One year,66.4
6993-YCOBK,0.11855781,Low Risk,Two year,110.6
5820-PTRYM,0.11815482,Low Risk,One year,68.45
4189-NAKJS,0.117817804,Low Risk,One year,51.55
9955-QOPOY,0.11770243,Low Risk,One year,60.8
4445-KWOKW,0.11650513,Low Risk,One year,60.15
0020-INWCK,0.115595266,Low Risk,Two year,95.75
1568-LJSZU,0.11532179,Low Risk,Two year,92.2
3301-VKTGC,0.11400269,Low Risk,One year,85.5
6174-NRBTZ,0.11294127,Low Risk,One year,30.75
8975-SKGRX,0.1124674,Low Risk,Two year,116.1
3551-GAEGL,0.11088352,Low Risk,One year,30.4
6349-JDHQP,0.11074864,Low Risk,Two year,19.85
0323-XWWTN,0.110734515,Low Risk,Two year,26.4
9814-AOUDH,0.10750938,Low Risk,Two year,19.5
9318-NKNFC,0.106159925,Low Risk,Month-to-month,18.85
3378-AJRAO,0.105709344,Low Risk,One year,24.85
6810-VCAEX,0.10557006,Low Risk,One year,39.65
1429-UYJSV,0.10514169,Low Risk,One year,19.7
6685-GBWJZ,0.10437924,Low Risk,One year,70.8
0670-ANMUU,0.104370765,Low Risk,One year,97.65
8821-KVZKQ,0.10280062,Low Risk,One year,58.4
6967-PEJLL,0.10049109,Low Risk,One year,40.2
7524-VRLPL,0.09897888,Low Risk,Two year,74.1
3521-HTQTV,0.09892038,Low Risk,Two year,26.1
2205-LPVGL,0.09778406,Low Risk,One year,89.85
3021-VLNRJ,0.09741712,Low Risk,One year,70.8
2088-IEBAU,0.09724118,Low Risk,Two year,88.15
7654-YWJUF,0.09693893,Low Risk,One year,84.25
5975-BAICR,0.09644529,Low Risk,One year,63.7
5297-MDOIR,0.09626527,Low Risk,One year,81.15
6870-ZWMNX,0.09495335,Low Risk,Two year,76.1
3926-YZVVX,0.0930827,Low Risk,One year,50.05
0628-CNQRM,0.092422895,Low Risk,One year,67.5
5821-MMEIL,0.0921077,Low Risk,Two year,19.9
2599-CIPQE,0.091684446,Low Risk,Two year,109.3
8050-XGRVL,0.090983555,Low Risk,One year,54.75
4464-JCOLN,0.089075744,Low Risk,One year,19.85
7338-ERIVA,0.087698184,Low Risk,One year,45.05
6754-WKSHP,0.08722168,Low Risk,One year,25.35
6061-GWWAV,0.08698635,Low Risk,One year,70.2
3372-CDXFJ,0.086954415,Low Risk,One year,24.5
2228-BZDEE,0.086477235,Low Risk,Two year,20.1
1272-ILHFG,0.085929535,Low Risk,One year,19.65
3174-AKMAS,0.08584672,Low Risk,Two year,64.2
3785-KTYSH,0.08501952,Low Risk,Two year,24.6
1345-ZUKID,0.08462597,Low Risk,One year,19.35
1179-INLAT,0.08446223,Low Risk,One year,19.45
8711-LOBKY,0.08438312,Low Risk,Two year,19.85
0040-HALCW,0.0840229,Low Risk,Two year,20.4
1043-UXOVO,0.08356754,Low Risk,Two year,113.15
8782-NUUOL,0.08282673,Low Risk,One year,79.0
5622-UEJFI,0.08184074,Low Risk,Two year,25.4
9046-JBFWA,0.0818382,Low Risk,Month-to-month,19.15
0221-NAUXK,0.081346296,Low Risk,One year,19.95
1090-ESELR,0.0811227,Low Risk,Two year,105.5
2418-TPEUN,0.07946615,Low Risk,Two year,19.8
6332-FBZRI,0.0785372,Low Risk,One year,69.35
5736-YEJAX,0.07781391,Low Risk,Two year,79.45
2673-ZALNP,0.0775657,Low Risk,One year,19.9
4032-RMHCI,0.076822355,Low Risk,One year,35.4
2606-PKWJB,0.076809324,Low Risk,One year,40.25
7359-WWYJV,0.07570279,Low Risk,Two year,114.45
2085-JVGAD,0.07526044,Low Risk,Month-to-month,20.35
0023-UYUPN,0.07507397,Low Risk,One year,25.2
7762-ONLJY,0.07398095,Low Risk,One year,19.7
2188-SXWVT,0.07395193,Low Risk,One year,55.0
2675-IJRGJ,0.073920354,Low Risk,Two year,19.65
4632-XJMEX,0.07303376,Low Risk,One year,62.85
9174-IHETN,0.07286411,Low Risk,Two year,70.35
8727-JQFHV,0.071816385,Low Risk,Two year,20.75
0813-TAXXS,0.07059099,Low Risk,Two year,77.8
2348-KCJLT,0.07019485,Low Risk,One year,61.5
0906-QVPMS,0.070091374,Low Risk,Two year,115.15
5696-JVVQY,0.069981076,Low Risk,Two year,70.1
0412-UCCNP,0.06908367,Low Risk,Two year,59.2
7157-SMCFK,0.06849452,Low Risk,Two year,19.75
0895-LNKRC,0.06844234,Low Risk,One year,19.45
8259-DZLIZ,0.068331845,Low Risk,One year,53.85
1074-WVEVG,0.06833157,Low Risk,One year,20.35
1657-DYMBM,0.06831981,Low Risk,Two year,19.9
9025-ZRPVR,0.06577351,Low Risk,Month-to-month,18.95
1929-ZCBHE,0.065217316,Low Risk,One year,40.3
2907-ILJBN,0.06519085,Low Risk,One year,20.6
5127-BZENZ,0.06497174,Low Risk,One year,65.2
9483-GCPWE,0.06347108,Low Risk,One year,20.1
0754-EEBDC,0.06298646,Low Risk,Two year,19.9
0383-CLDDA,0.06261374,Low Risk,Two year,85.35
6695-AMZUF,0.06257402,Low Risk,Two year,86.45
4701-LKOZD,0.06257402,Low Risk,Two year,89.75
7471-MQPOS,0.062560834,Low Risk,One year,72.9
8309-PPCED,0.062198,Low Risk,Two year,110.45
1139-WUOAH,0.06198865,Low Risk,Two year,53.35
6292-TOSSS,0.06178892,Low Risk,Two year,24.9
6924-TDGMT,0.06166173,Low Risk,One year,20.55
7009-PCARS,0.060878888,Low Risk,One year,19.1
2272-WUSPA,0.060574118,Low Risk,Two year,110.75
9194-GFVOI,0.060511153,Low Risk,Two year,84.35
9030-QGZNL,0.060426418,Low Risk,Two year,20.85
3244-CQPHU,0.06003131,Low Risk,Two year,110.1
4378-BZYFP,0.059147,Low Risk,One year,20.5
2324-AALNO,0.05894347,Low Risk,One year,24.55
6094-ZIVKX,0.05875534,Low Risk,One year,54.45
8277-RVRSV,0.05870204,Low Risk,One year,24.15
1069-QJOEE,0.058518283,Low Risk,One year,19.9
2282-YGNOR,0.05850194,Low Risk,One year,58.0
0866-QLSIR,0.05814733,Low Risk,One year,64.4
3556-BVQGL,0.057325356,Low Risk,One year,20.0
3125-RAHBV,0.05715343,Low Risk,One year,20.3
1303-SRDOK,0.05664036,Low Risk,Two year,69.05
9602-WCXPI,0.056602266,Low Risk,One year,20.15
3724-BSCVH,0.055824433,Low Risk,One year,20.45
0835-DUUIQ,0.05573759,Low Risk,One year,21.05
1952-DVVSW,0.055573747,Low Risk,One year,20.1
5312-TSZVC,0.055452593,Low Risk,One year,19.65
0191-EQUUH,0.055402912,Low Risk,Two year,35.05
4803-LBYPN,0.054751426,Low Risk,Month-to-month,20.8
1293-HHSHJ,0.054555766,Low Risk,One year,21.1
5847-MXBEO,0.05407657,Low Risk,One year,20.3
3546-GHEAE,0.05401936,Low Risk,Two year,19.45
4538-WNTMJ,0.053960852,Low Risk,One year,24.95
3705-PSNGL,0.053547833,Low Risk,One year,20.4
3891-NLXJB,0.053437196,Low Risk,Two year,40.55
7401-JIXNM,0.053085726,Low Risk,Two year,91.3
3778-FOAQW,0.052333917,Low Risk,One year,20.15
8430-TWCBX,0.05233238,Low Risk,One year,20.7
6199-IPCAO,0.05228449,Low Risk,Two year,26.1
6953-PBDIN,0.052094024,Low Risk,Two year,72.95
1915-OAKWD,0.05148699,Low Risk,One year,19.3
4648-YPBTM,0.051382706,Low Risk,Two year,73.9
9674-EHPPG,0.051221643,Low Risk,Two year,40.4
5313-FPXWG,0.050903037,Low Risk,One year,24.6
6295-OSINB,0.05021352,Low Risk,Two year,109.65
7244-KXYZN,0.050022647,Low Risk,One year,20.45
3594-BDSOA,0.04984937,Low Risk,One year,20.4
5982-PSMKW,0.04977141,Low Risk,Two year,91.1
5322-TEUJK,0.049474053,Low Risk,Two year,114.6
3298-QEICA,0.049436133,Low Risk,Two year,34.6
5126-RCXYW,0.049316306,Low Risk,Two year,46.0
5583-EJXRD,0.049210876,Low Risk,Two year,54.05
3933-DQPWX,0.048932556,Low Risk,Two year,39.7
4092-OFQZS,0.04855191,Low Risk,One year,20.65
9152-AMKAK,0.048509292,Low Risk,Two year,80.25
1757-TCATG,0.048365165,Low Risk,One year,20.05
2335-GSODA,0.048361894,Low Risk,Two year,40.1
8221-HVAYI,0.048207663,Low Risk,Two year,69.15
5702-KVQRD,0.048188597,Low Risk,Two year,82.55
1023-BQXZE,0.048022076,Low Risk,Two year,74.35
3398-GCPMU,0.04800343,Low Risk,Two year,89.55
5327-XOKKY,0.047912046,Low Risk,Two year,73.45
8194-PEEBY,0.047860034,Low Risk,One year,19.9
1534-OULXE,0.047495868,Low Risk,One year,49.7
1982-FEBTD,0.04723502,Low Risk,Two year,25.6
9073-ZZIAY,0.047216482,Low Risk,Two year,86.1
7975-JMZNT,0.04694201,Low Risk,Two year,91.7
9298-WGMRW,0.046569724,Low Risk,Two year,115.5
9867-XOBQA,0.046415307,Low Risk,Two year,53.15
2535-PBCGC,0.04571182,Low Risk,Two year,64.55
6518-KZXCB,0.045626156,Low Risk,Two year,25.25
7527-QNRUS,0.044859916,Low Risk,Two year,25.15
8314-HTWVE,0.0445986,Low Risk,Two year,19.85
9871-ELEYA,0.04445858,Low Risk,Two year,67.65
8908-SLFCJ,0.04427065,Low Risk,Two year,20.85
6248-BSHKG,0.04409626,Low Risk,One year,20.4
9968-FFVVH,0.044095345,Low Risk,One year,68.8
3967-KXAPS,0.04408371,Low Risk,Two year,92.3
9258-CNWAC,0.0440799,Low Risk,Two year,113.65
4709-LKHYG,0.04397133,Low Risk,One year,20.0
9348-ROUAI,0.043878224,Low Risk,Two year,90.3
6164-HAQTX,0.04380831,Low Risk,Two year,53.95
2995-YWTCD,0.04332572,Low Risk,Two year,24.9
9648-BCHKM,0.04332572,Low Risk,Two year,24.65
0902-RFHOF,0.043186486,Low Risk,One year,20.1
7037-MTYVW,0.04307911,Low Risk,Two year,85.4
6388-TABGU,0.04295566,Low Risk,One year,56.15
7569-NMZYQ,0.042686272,Low Risk,Two year,118.75
1223-UNPKS,0.04257744,Low Risk,Two year,20.05
6754-LZUKA,0.042270333,Low Risk,Two year,80.9
3831-YCPUO,0.04204091,Low Risk,Two year,109.5
4376-KFVRS,0.041755237,Low Risk,Two year,114.05
0307-BCOPK,0.04170429,Low Risk,One year,19.05
1776-SPBWV,0.04165093,Low Risk,One year,20.1
8722-PRFDV,0.041511565,Low Risk,Two year,77.55
1328-EUZHC,0.041423753,Low Risk,Two year,20.1
3108-PCCGG,0.041153103,Low Risk,Two year,84.45
0071-NDAFP,0.040756382,Low Risk,Two year,25.5
0853-TWRVK,0.04069666,Low Risk,Two year,105.6
5924-SNGKP,0.040681507,Low Risk,One year,20.25
7609-NRNCA,0.040422246,Low Risk,One year,19.55
9624-EGDEQ,0.040306278,Low Risk,Two year,19.8
6463-MVYRY,0.04025164,Low Risk,Two year,69.85
2263-SFSQZ,0.04000563,Low Risk,Two year,24.95
2676-SSLTO,0.03973385,Low Risk,Two year,66.15
1335-MXCSE,0.039724886,Low Risk,Two year,55.25
0556-FJEGU,0.03894659,Low Risk,Two year,70.1
5057-RKGLH,0.038825117,Low Risk,Two year,20.35
3769-MHZNV,0.038779836,Low Risk,Two year,20.1
0604-THJFP,0.038655754,Low Risk,Two year,75.95
5214-CHIWJ,0.038609497,Low Risk,One year,20.3
6248-TKCQV,0.038490262,Low Risk,Two year,80.6
5149-QYTTU,0.03830263,Low Risk,One year,95.15
2208-NKVVH,0.03828772,Low Risk,Two year,24.25
5968-HYJRZ,0.03828772,Low Risk,Two year,24.55
2829-HYVZP,0.038056996,Low Risk,One year,19.8
3227-WLKLI,0.037990734,Low Risk,Two year,91.55
2138-VFAPZ,0.037742697,Low Risk,Two year,19.7
1302-TPUBN,0.037718147,Low Risk,Two year,19.35
3889-VWBID,0.0375952,Low Risk,Two year,82.85
3620-EHIMZ,0.03750694,Low Risk,Two year,19.35
2150-OEGBV,0.03733501,Low Risk,One year,20.1
2040-XBAVJ,0.036904268,Low Risk,Two year,114.45
9359-JANWS,0.036592975,Low Risk,Two year,58.9
9646-NMHXE,0.03651879,Low Risk,Two year,19.65
0487-CRLZF,0.036249854,Low Risk,Two year,74.45
0513-RBGPE,0.035595205,Low Risk,Two year,62.8
5495-GPSRW,0.035545126,Low Risk,Two year,19.7
9548-LERKT,0.035525654,Low Risk,Two year,19.75
4785-FCIFB,0.03550005,Low Risk,Two year,24.4
9224-VTYID,0.035496786,Low Risk,Two year,90.5
2122-SZZZD,0.035062615,Low Risk,One year,19.5
3460-TJBWI,0.03495604,Low Risk,Two year,24.2
9470-YFUYI,0.03493882,Low Risk,One year,71.0
6848-HJTXY,0.034683175,Low Risk,Two year,19.45
5158-RIVOP,0.034611836,Low Risk,Two year,20.9
0301-KOBTQ,0.03414107,Low Risk,Two year,20.05
2987-BJXIK,0.03408707,Low Risk,Two year,84.7
4979-HPRFL,0.033906154,Low Risk,Two year,24.15
6698-OXETB,0.03346237,Low Risk,Two year,20.4
2068-WWXQZ,0.03329174,Low Risk,Two year,20.05
8966-KZXXA,0.033213224,Low Risk,Two year,25.1
3978-YNKDD,0.033183165,Low Risk,Two year,20.85
1047-RNXZV,0.033081718,Low Risk,Two year,19.55
4779-ZGICK,0.033054225,Low Risk,Two year,23.55
2817-LVCPP,0.03259755,Low Risk,Two year,19.4
0214-JHPFW,0.03257093,Low Risk,Two year,57.8
7579-KKLOE,0.03237471,Low Risk,Two year,91.25
8024-XNAFQ,0.03227719,Low Risk,Two year,107.4
1862-QRWPE,0.032263283,Low Risk,Two year,20.65
8915-NNTRC,0.032093275,Low Risk,Two year,107.7
0603-TPMIB,0.032048848,Low Risk,Two year,25.45
8957-THMOA,0.031950463,Low Risk,Two year,20.15
8413-YNHNV,0.031446684,Low Risk,Two year,90.65
4056-QHXHZ,0.031438623,Low Risk,Two year,107.45
7018-FPXHH,0.030714303,Low Risk,Two year,59.8
0936-NQLJU,0.03035032,Low Risk,Two year,20.65
7971-HLVXI,0.029877562,Low Risk,Two year,84.5
9127-FHJBZ,0.029756652,Low Risk,Two year,114.0
7205-BAIAD,0.029672323,Low Risk,Two year,20.6
5356-KZCKT,0.029579347,Low Risk,Two year,24.45
9227-YBAXE,0.02928201,Low Risk,Two year,82.5
0019-GFNTW,0.028947504,Low Risk,Two year,45.05
5915-ANOEI,0.02883158,Low Risk,Two year,79.15
7601-GNDYK,0.028751265,Low Risk,Two year,19.6
3161-ONRWK,0.028571574,Low Risk,One year,65.85
1270-XKUCC,0.028445901,Low Risk,Two year,19.7
1525-LNLOJ,0.028326599,Low Risk,Two year,63.3
3635-QQRQD,0.02824879,Low Risk,Two year,20.05
3133-PZNSR,0.028022867,Low Risk,Two year,97.75
0732-OCQOC,0.027844392,Low Risk,Two year,25.05
1972-XMUWV,0.027787397,Low Risk,Two year,59.8
5774-QPLTF,0.027710358,Low Risk,One year,20.35
1265-BCFEO,0.027668037,Low Risk,Two year,80.45
1716-LSAMB,0.027601985,Low Risk,Two year,54.65
4475-NVTLU,0.02740804,Low Risk,Two year,19.2
4973-MGTON,0.027383829,Low Risk,Two year,84.4
0436-TWFFZ,0.02729362,Low Risk,Two year,85.25
0121-SNYRK,0.027261602,Low Risk,One year,35.4
2252-NKNSI,0.027248386,Low Risk,Two year,85.15
2650-GYRYL,0.027094344,Low Risk,One year,19.45
6961-MJKBO,0.02708219,Low Risk,Two year,20.45
8922-NPKBJ,0.026832057,Low Risk,Two year,19.35
3796-ENZGF,0.026763655,Low Risk,Two year,67.25
6139-ZZRBQ,0.026694939,Low Risk,Two year,20.05
0016-QLJIS,0.026568012,Low Risk,Two year,90.45
1395-WSWXR,0.026316043,Low Risk,Two year,20.75
0969-RGKCU,0.025867954,Low Risk,One year,19.8
0506-YLVKJ,0.02564466,Low Risk,Two year,20.2
4674-HGNUA,0.025541324,Low Risk,Two year,89.9
8701-DGLVH,0.025359519,Low Risk,Two year,20.45
3400-ESFUW,0.024946295,Low Risk,Two year,57.55
5067-WJEUN,0.024793565,Low Risk,Two year,54.2
7242-EDTYC,0.024377113,Low Risk,Two year,19.55
4999-IEZLT,0.02427066,Low Risk,One year,29.45
6000-UKLWI,0.024006467,Low Risk,Two year,20.15
6723-CEGQI,0.02387828,Low Risk,Two year,45.25
5458-CQJTA,0.023797382,Low Risk,Two year,74.8
5176-OLSKT,0.02361451,Low Risk,Two year,66.9
9531-NSBMR,0.023386724,Low Risk,One year,19.25
0114-IGABW,0.023369035,Low Risk,Two year,58.25
5006-MXVRN,0.023272926,Low Risk,Two year,20.7
9251-AWQGT,0.02280251,Low Risk,Two year,20.0
6434-TTGJP,0.022549676,Low Risk,Two year,53.7
9489-JMTTN,0.022500388,Low Risk,Two year,89.75
3649-JPUGY,0.022153394,Low Risk,Two year,88.6
2925-VDZHY,0.021525217,Low Risk,Two year,88.7
1775-KWJKQ,0.021525217,Low Risk,Two year,89.85
8173-RXAYP,0.021443063,Low Risk,Two year,19.7
0230-UBYPQ,0.020558044,Low Risk,One year,36.1
0916-KNFAJ,0.02055035,Low Risk,Two year,69.9
5627-TVBPP,0.020365898,Low Risk,One year,20.1
3563-SVYLG,0.020325406,Low Risk,Two year,62.65
9975-GPKZU,0.020066855,Low Risk,Two year,19.75
2954-PIBKO,0.019978344,Low Risk,Two year,64.15
0281-CNTZX,0.019612178,Low Risk,Two year,19.95
8028-PNXHQ,0.019602906,Low Risk,Two year,24.25
7969-FFOWG,0.019391578,Low Risk,Two year,19.9
5730-DBDSI,0.0191992,Low Risk,Two year,19.7
8857-CUPFQ,0.018981092,Low Risk,Two year,19.25
8990-YOZLV,0.018884564,Low Risk,Two year,66.9
1265-ZFOSD,0.018665472,Low Risk,Two year,81.3
9795-SHUHB,0.018467104,Low Risk,Two year,58.2
5970-GHJAW,0.018367631,Low Risk,Two year,19.95
8181-YHCMF,0.018325405,Low Risk,Two year,60.3
7306-YDSOI,0.018195577,Low Risk,Two year,59.75
0336-KXKFK,0.018028788,Low Risk,Two year,61.2
7673-BQGKU,0.017977318,Low Risk,Two year,20.15
5148-ORICT,0.01788234,Low Risk,Two year,74.35
3884-UEBXB,0.017763602,Low Risk,Two year,36.15
1459-QNFQT,0.017745681,Low Risk,Two year,59.5
6997-UVGOX,0.017609306,Low Risk,Two year,85.45
0909-SELIE,0.017549815,Low Risk,Two year,80.8
0123-CRBRT,0.016928049,Low Risk,Two year,88.1
9297-EONCV,0.01669602,Low Risk,Two year,91.35
8626-PTQGE,0.016613217,Low Risk,Two year,60.05
6857-TKDJV,0.016041614,Low Risk,Two year,24.65
9823-EALYC,0.0157002,Low Risk,Two year,80.85
7073-QETQY,0.015353205,Low Risk,One year,20.35
4102-HLENU,0.015193636,Low Risk,Two year,65.65
2725-TTRIQ,0.015182867,Low Risk,Two year,84.2
2984-RGEYA,0.015043512,Low Risk,Two year,19.75
0613-WUXUM,0.015028688,Low Risk,Two year,19.2
4589-IUAJB,0.014855545,Low Risk,Two year,24.25
4077-HWUYD,0.014821446,Low Risk,Two year,87.55
4641-FROLU,0.014567772,Low Risk,Two year,19.3
9372-TXXPS,0.014525652,Low Risk,Two year,59.85
9945-PSVIP,0.014464667,Low Risk,Two year,18.7
1227-UDMZR,0.014387832,Low Risk,Two year,91.15
5980-BDHPY,0.014282531,Low Risk,Two year,87.1
1194-BHJYC,0.014245917,Low Risk,Two year,62.15
9286-BHDQG,0.013748255,Low Risk,Two year,45.25
7399-QHBJS,0.013555109,Low Risk,Two year,66.75
4742-TXUEX,0.013456147,Low Risk,Two year,19.3
1619-YWUBB,0.01322192,Low Risk,Two year,24.95
2696-RZVZW,0.013217479,Low Risk,Two year,25.05
8218-FFJDS,0.013148164,Low Risk,Two year,86.4
4817-KEQSP,0.013084774,Low Risk,Two year,19.85
8069-RHUXK,0.0130578065,Low Risk,Two year,35.7
6425-JWTDV,0.01275965,Low Risk,Two year,19.25
9953-ZMKSM,0.012378519,Low Risk,Two year,25.25
8042-RNLKO,0.012064158,Low Risk,One year,25.45
6345-FZOQH,0.011454113,Low Risk,Two year,19.9
8404-VIOMB,0.011035287,Low Risk,Two year,62.5
4086-WITJG,0.010843629,Low Risk,Two year,19.7
6060-QBMGV,0.010812796,Low Risk,Two year,19.85
6695-FRVEC,0.010354231,Low Risk,Two year,60.4
